"","x"
"M10646",41.5060963210408
"M4142",62.879713742285
"M31217",118.697084563981
"M6404",88.205643952189
"M14930",36.9653506519256
"M22445",75.1580749194025
"M20065",103.252733233098
"M9524",60.8915224233508
"M3405",43.2834957375961
"M26941",44.7202265449287
"M36933",133.398705793034
"M3406",58.0401682096421
"M16326",58.6093942037498
"M16468",56.8038937059736
"M18905",63.0674049629861
"M22446",40.8615954646623
"M4498",132.827967723403
"M19326",122.530318780268
"M4747",28.6622333560957
"M5466",67.4132560018669
"M14228",41.8093120258991
"M1439",44.227973476199
"M19661",61.6776751415945
"M6405",83.9900308179104
"M5046",173.527444814932
"M6406",85.6249011189832
"M7424",92.9421489177705
"M21642",71.5644360696001
"M15038",32.6892987695695
"M1605",77.4384335814896
"M1041",72.1972899989347
"M1565",60.9475998056939
"M33861",259.511961511776
"M1606",82.7274759228722
"M33862",112.571107674701
"M33580",103.716145603829
"M1607",85.455370288721
"M10181",115.640798932346
"M25324",170.614502917866
"M9318",73.834444742679
"M2836",71.8296193513128
"M28819",151.310632659507
"M30951",143.596874089917
"M980",109.740711604222
"M17613",43.7097975285075
"M8762",78.1133374309708
"M25086",86.8193950204466
"M193",65.7844169755266
"M2670",83.0608350275514
"M2517",42.7816649105131
"M13869",64.9215454377442
"M14695",41.0283285055362
"M833",62.624785822738
"M9525",188.744505320346
"M834",43.5316295642261
"M15039",34.8471931423292
"M25722",84.7833024829783
"M1608",109.967181055862
"M835",24.3614708339659
"M2518",52.1670906748392
"M194",74.3863198609313
"M8085",39.8445281502994
"M33863",110.004036370362
"M2837",64.3010206316519
"M836",67.7451880478349
"M27729",82.4633109126789
"M9195",81.9783953425707
"M1609",90.9826115930336
"M24192",71.0759642740779
"M1610",49.9404104793061
"M40873",122.532557546761
"M12823",35.9868201596717
"M4748",37.0351674294315
"M9414",41.5348003232486
"M10407",62.1779860047033
"M21096",46.1161502756152
"M7036",33.5697674334245
"M2519",48.0290134233669
"M23293",77.8789667738555
"M4387",74.673067854206
"M26585",62.1529864224138
"M3217",43.1537824765493
"M1611",96.8246985514877
"M2520",43.2924826979786
"M4388",38.5960977552204
"M20461",112.203689639764
"M2521",118.310266323191
"M15040",49.0737698493561
"M438",46.5705631266077
"M11199",63.8551377244422
"M2522",47.0345856759474
"M14805",68.7868568396466
"M195",69.0288753756923
"M6407",48.0982664885517
"M9526",46.4906648007231
"M30797",93.5214944754984
"M25605",113.873998619127
"M8184",204.23308243651
"M1350",64.0166840912636
"M24193",56.2577255049782
"M4389",62.2121332298337
"M39530",255.062417282237
"M26687",43.4104215286078
"M2049",54.5552427990787
"M395",66.9625254946827
"M22790",47.1818738915479
"M3545",128.362051152843
"M2353",108.593209420582
"M6004",39.3401059548932
"M2151",51.8058512822733
"M3546",83.1968722938735
"M9929",149.588659152296
"M3142",37.2644988218856
"M12824",61.5462966188631
"M27095",114.247574710123
"M3547",109.776824725455
"M30798",88.7087385128987
"M29883",104.821471583104
"M13621",70.9703989795097
"M24324",195.985931195439
"M32476",132.448640566845
"M13387",100.091000441041
"M3548",127.483557147891
"M43015",176.271854832715
"M7343",52.6803094174551
"M34461",71.1108649335067
"M10734",39.3833027792478
"M14806",59.9848477502909
"M16581",72.8479036260929
"M12825",31.0921984972033
"M8898",98.976032740882
"M7344",77.3489539555488
"M4939",59.2446856696471
"M24434",49.7571670469438
"M3549",48.8008660241467
"M20462",43.1326722963658
"M10735",42.0851678119048
"M11306",88.1489017701461
"M35803",184.32049191766
"M13079",82.9715347175509
"M32007",69.8302153666997
"M23027",108.353050478916
"M26688",94.7346141300103
"M1351",55.7081232918003
"M30799",92.3037762415041
"M4499",68.3163693929383
"M16327",96.0272549273555
"M1612",59.6058076738896
"M4940",47.3353377432923
"M10736",86.1585397005731
"M1440",41.0151653258062
"M38660",118.375058428589
"M13515",46.120998423388
"M30952",146.607851955821
"M10737",38.71750732135
"M7554",51.16652043663
"M10738",38.309876053835
"M7155",86.1110842303957
"M10739",61.8719742320772
"M12826",43.8559939787077
"M558",32.1977255426325
"M9415",61.9818471575714
"M10507",109.177288438569
"M4390",43.6235291095598
"M18906",141.799166101813
"M3143",53.5982085285
"M17471",142.153799039697
"M3144",55.4297884820744
"M4391",49.8018025208983
"M28710",90.950331778502
"M559",58.2298164740719
"M40874",109.741566566855
"M1352",56.8861037372007
"M3145",64.4283219521364
"M14807",55.5130140694798
"M34910",275.611051391972
"M1353",80.1549098362932
"M10740",38.921828463163
"M27730",79.1884219065094
"M8670",97.7240977504012
"M18907",163.681704383694
"M1354",216.554624990445
"M3146",71.7256608804452
"M6817",170.182098581913
"M15826",81.7686297434884
"M11307",107.97204779798
"M26942",44.9721582700015
"M9319",81.2283926258341
"M8297",59.8127268581115
"M18803",101.413574508294
"M20836",89.2793451486445
"M14808",51.0875784082846
"M20334",69.0232467441295
"M1355",47.1129210762144
"M27238",38.6821268391348
"M5047",49.1015104590483
"M39345",190.907362654488
"M20837",67.6570323774353
"M560",57.3988922497974
"M1356",44.9551100008259
"M15544",53.70675036996
"M2464",41.459470359886
"M17472",155.349128390178
"M32008",60.842720396057
"M561",42.5591351353905
"M3281",66.9235803583306
"M7780",27.130623021651
"M31665",98.2430111244608
"M1357",70.5523670412637
"M28454",84.1045699866271
"M13169",45.6717698913156
"M13170",51.4809560302825
"M1358",45.3760498033253
"M2204",48.9231812872327
"M32973",81.6972565397579
"M13995",47.4965216013325
"M7156",195.678747452659
"M2205",105.779849375619
"M4865",59.1290744822231
"M1359",82.497103324174
"M20570",148.822351937046
"M28076",87.0549170562995
"M10741",49.2996093679632
"M1360",70.2207556294768
"M3701",90.2790121569519
"M7157",110.774657449118
"M7781",134.292307226078
"M10742",39.1337028384388
"M1361",27.8130188675946
"M1362",105.174102390491
"M13622",45.0648985641922
"M1363",58.3432533448492
"M562",191.7023801825
"M38548",100.718019787104
"M7782",107.023071837307
"M7783",109.812571927468
"M8671",55.3770022999957
"M28077",98.4896578908483
"M6498",57.2266847166003
"M8672",98.8649170327658
"M15041",65.9245559070103
"M24194",63.8117859319444
"M17473",147.325917117178
"M10743",43.373692133688
"M10408",86.765202289797
"M3147",47.8821921542881
"M10508",75.1108296336717
"M10036",49.2743689165839
"M6499",110.303574786811
"M26689",92.953964238718
"M8673",104.053257803433
"M9622",43.9684807287513
"M11607",44.7017459068862
"M7987",38.1218335802048
"M16959",42.3022307184887
"M3148",82.3197377077647
"M3149",85.4078943723358
"M25087",73.5032760427202
"M32878",182.247829110819
"M1613",47.1063865311633
"M137",59.8341860595338
"M3150",61.8268350448787
"M11085",86.0541188838335
"M2152",90.2850995761732
"M3151",71.8003458606828
"M3550",67.5789159966499
"M26943",60.8820034588861
"M42233",125.371955454884
"M669",47.0179238946169
"M1168",106.650942853365
"M22577",44.4214887897386
"M4560",43.8400712601867
"M563",57.7267232738205
"M30017",108.597288116788
"M1169",36.2153674861795
"M5749",69.5918989886681
"M18525",80.4012270099504
"M6951",38.0490292353545
"M2354",87.4366128827316
"M24811",46.3336468423477
"M42939",353.476433105268
"M20210",121.961228884964
"M2355",91.7066654013809
"M6105",34.8779466284949
"M25450",42.4945755804842
"M10850",46.45708886927
"M34099",166.107185769118
"M11308",50.4729887109294
"M2356",61.5198625436169
"M19153",94.4500717675283
"M23946",128.11651656617
"M9730",65.6453787899789
"M3642",75.8406136786137
"M31441",85.8432365367214
"M4941",58.6387077033295
"M9623",193.236958881122
"M3282",50.6767999869172
"M30566",77.9768016657579
"M6952",70.9186927759833
"M10037",51.2829464939969
"M18032",76.7071829075475
"M34100",94.4710155255939
"M26944",35.1440075180066
"M3152",57.2001774527508
"M26945",34.8819329115073
"M18526",37.8685543431655
"M40476",269.54168074904
"M26690",57.9405032531339
"M19663",79.3404340093989
"M2357",75.394782993408
"M4143",45.7624973072876
"M2358",117.002172434806
"M3153",24.0787430466975
"M7158",127.328102744695
"M13996",43.5399904609239
"M11086",51.8880831420574
"M13997",23.0041828897383
"M9930",136.619623363225
"M35314",144.780736022872
"M5826",58.1525996147389
"M32632",146.266299281167
"M1881",48.6923010088335
"M6309",96.0668214689705
"M14809",38.5879492463852
"M22791",124.373274610466
"M9416",46.50649030973
"M6310",70.185802651013
"M19038",82.0909617155137
"M36074",96.8354571435279
"M9102",38.0672787625474
"M8674",33.2548219098002
"M9624",148.383007860607
"M17474",119.748288161301
"M5751",33.6741585156447
"M28711",91.384666377492
"M11398",53.6887101241534
"M19039",56.1285502528002
"M2359",79.8100582868224
"M5048",89.0411510104791
"M4668",39.7734122584691
"M34101",176.149505158549
"M13389",95.4799199632079
"M34102",126.412941546728
"M5752",60.7667325989947
"M6716",126.527186024401
"M38549",76.6736717431002
"M7236",114.232934742661
"M14333",39.0333868988589
"M4942",65.865787392239
"M28455",34.245335330849
"M13623",40.1630797704524
"M2772",89.0252260872591
"M10038",51.6121636698959
"M1882",71.8806432792119
"M2298",51.7200406835338
"M10039",58.0284410977944
"M14931",61.7433427745024
"M33864",83.061240044345
"M7345",79.5041425895826
"M10040",81.6067143135075
"M4392",60.5561164591182
"M9821",74.2467084429119
"M16821",114.024488673371
"M20335",145.74342722339
"M16960",37.8444850739243
"M2153",27.6927249066664
"M16469",117.478954481864
"M9527",69.7032233210782
"M4943",62.4863466326765
"M341",79.9734345064414
"M1799",33.1677901601825
"M342",74.2947724746058
"M13624",94.5897335827851
"M343",46.7778551784403
"M16961",40.1570726895414
"M344",80.6151679361601
"M24670",73.2416457449515
"M8763",96.3861212622918
"M2603",56.5014360197591
"M345",78.462482049807
"M30349",192.772988964006
"M346",57.7898884461065
"M1042",74.2005768655759
"M25088",118.947216277219
"M6717",168.147580673045
"M25451",37.2781100141341
"M8086",57.607955037486
"M11309",75.1775242715287
"M11310",68.6055396658251
"M17614",27.0623053174819
"M33865",143.93202769063
"M13998",43.2459115237863
"M25973",77.3716368463036
"M624",74.0383041746544
"M347",55.5106937925083
"M928",62.4817048021724
"M2934",69.5626954232781
"M25452",26.5217785739149
"M17311",69.1707221126795
"M13296",41.545566942353
"M3643",72.0691379742196
"M22578",115.055152240842
"M348",67.2842061105849
"M17312",63.891469689161
"M23142",119.233095606054
"M24195",156.701322952419
"M9731",18.2485126413562
"M5753",45.339567714335
"M1883",137.056355087143
"M6005",217.862980351758
"M9931",157.608275291014
"M8764",72.5894380739865
"M2154",70.446975609872
"M3858",70.9911273939475
"M9932",156.95444499682
"M32477",86.9217958772635
"M24196",67.5364903815687
"M14334",87.200724025607
"M1614",36.5171715046749
"M1667",61.8898387262557
"M4669",43.5610991434779
"M5561",76.6285105962911
"M21802",59.7660274973137
"M4670",54.1805220522728
"M7988",55.0979939088761
"M3008",65.2077090584784
"M2773",98.4429220188948
"M6953",86.7331389853588
"M6006",65.0601622431473
"M18804",128.90070801208
"M19475",60.08766713278
"M4944",52.3060078409302
"M349",58.364731823565
"M625",69.4709881711841
"M196",34.4634087973323
"M20726",63.2702590480549
"M3644",63.0278477632564
"M4945",44.6203832393664
"M1800",77.8112396263682
"M25453",98.6865045791449
"M350",54.9902744790908
"M15702",56.7892813536326
"M20838",30.7833615685115
"M6954",93.8603536695539
"M23446",59.5322709919678
"M11311",79.8331204044278
"M351",104.427390770049
"M6007",142.197080168414
"M6955",208.665270213357
"M31058",125.304138740842
"M6008",134.390885988857
"M1801",43.4335359506944
"M4946",64.4716732460409
"M33866",97.1041046965172
"M352",49.8279644378389
"M6106",29.9826506012636
"M626",57.5055907016809
"M2155",68.403568812543
"M18647",73.4180238141644
"M353",104.572237844103
"M10041",68.0190440050645
"M6956",131.087452729466
"M2523",49.1786377947824
"M1615",62.8765567510637
"M6957",67.4516751066758
"M9528",50.0981339628139
"M4500",79.0975076031107
"M4947",81.0996460984602
"M13870",52.1443896510574
"M14810",46.4030080218552
"M4948",77.470868251563
"M8087",114.036909909975
"M627",45.8440556805119
"M3354",55.5509077543222
"M15042",79.1780111160941
"M11087",151.018517202488
"M13171",59.5560851662229
"M16074",72.4458534962561
"M19327",51.5769200366963
"M4949",87.0497405384541
"M1616",47.924861277289
"M2050",42.1192736809562
"M3859",56.7672092200564
"M8675",32.3059572746812
"M11088",163.807168299491
"M9529",41.1701751684234
"M8088",109.82828869952
"M32633",154.047273174728
"M7159",86.4711611286591
"M8765",119.376473942385
"M1617",58.3416299771452
"M5387",69.2650547749287
"M1566",101.718192390043
"M7160",54.6573717027094
"M628",47.8182530666564
"M11200",110.843123961004
"M629",61.4131455048538
"M14696",62.2659498705433
"M30479",63.8127318411289
"M3645",79.3885219174896
"M9625",59.2140145141706
"M396",38.6052512856286
"M2524",60.329555701498
"M630",71.2442675124869
"M1884",72.2168288514246
"M5922",89.8963947464633
"M28820",129.006711735792
"M16962",71.6554855339002
"M11941",44.4204097269401
"M6009",92.7624395964914
"M10042",116.308281546221
"M9320",46.9782390657153
"M33434",53.9472271039945
"M3009",79.3317459905246
"M6205",75.7798037993296
"M23447",39.2370313328376
"M138",67.473007936925
"M23448",36.1252460120358
"M1668",79.1843793047
"M4671",33.9023255848137
"M4144",59.2672602625675
"M2156",46.9635591767334
"M24558",92.0763871746927
"M837",55.0033092111171
"M37842",271.611734781654
"M1802",54.8708449842998
"M17314",40.1191788669993
"M20839",65.0115771082026
