"","CV_QC","CV_Samples"
"M3265",66.1208809039037,113.152003929974
"M3266",68.4263966051557,49.4834139957956
"M3267",14.5554483750164,43.3471581166453
"M16465",61.5000202225694,116.341646529756
"M3268",18.9473121472527,52.2614938540351
"M3269",46.5815343535732,79.1034198142881
"M3270",34.8662872339242,79.9386941961959
"M3271",46.5620124146048,59.21367479882
"M3272",26.2279748694058,72.4562453737341
"M10645",14.0253523679623,44.9929638783803
"M3273",48.1537501057193,57.8934465882459
"M15035",15.1686581933535,82.2019483114441
"M84",17.9640624853474,63.853105889869
"M16958",10.7094829652426,144.517980252275
"M529",20.9540382735953,55.662391431992
"M14804",26.4685192375023,43.7104191273708
"M2296",23.6859726423533,47.2385943762835
"M36072",145.081263210446,198.253281475869
"M11198",44.1257884075483,69.7114452743318
"M15036",16.8946173665229,119.282148542193
"M7234",9.83159464749853,62.1221776762271
"M3274",59.6242572215324,53.030505588858
"M3275",34.1556342708412,60.2912081239184
"M27980",69.9602955281309,110.421054956665
"M3276",33.6865988164531,51.4606386402131
"M3277",16.600266266306,42.2721060961716
"M3278",68.8545468198677,41.33754041907
"M26364",59.0752734960375,109.736302897393
"M30719",159.398266925512,138.088523628727
"M3279",31.6069769709431,78.8887352166812
"M31435",64.7022617455397,92.442515621564
"M31212",67.0949775040926,87.6098160822571
"M3280",82.3741230901621,68.1473646980998
"M31436",63.688501591398,79.2689023335895
"M2297",84.3720789058831,79.6841052620272
"M26365",100.833642473246,131.860993086527
"M2349",55.9744819435004,96.6412033939188
"M28709",55.7361478869143,138.477081956092
"M21796",58.0020707359257,64.5673376819159
"M8668",11.1466025514929,58.9587863982434
"M2768",103.446175825107,148.94331837469
"M1285",26.1581807584714,54.3280996287339
"M33575",110.137351153817,148.596600373358
"M36073",132.993247439819,135.169618203859
"M20459",42.3442431945563,139.89757629283
"M21365",95.4708033161154,65.8385684900902
"M14562",53.2955339907118,44.1924556408527
"M19152",47.3508731381441,51.6932950797257
"M21366",57.3016078443531,115.153726886158
"M30720",31.4981454080463,92.3439052783302
"M15701",60.0495241863905,165.29303135373
"M2669",11.0629474213037,66.6506402804
"M15987",37.0015613212118,81.2332645114293
"M17217",17.3560724882519,90.009785421916
"M8293",67.6026443738639,148.068476794085
"M2769",51.5321549277574,122.567484546089
"M10035",13.7237294182119,77.6866442205509
"M9621",19.9897032662796,61.3351553903691
"M10732",65.5930835596862,64.585949596483
"M2770",151.796495362801,158.467846131765
"M10404",47.3143529267052,188.557727992004
"M2771",51.9912397510589,78.0210380627255
"M35552",79.4591221866419,190.333656108177
"M2350",54.1471063082448,61.227170472926
"M8294",22.9758588853052,137.713205788271
"M11397",31.5135249536042,67.0506379673738
"M15037",15.2053190698834,80.6155220604706
"M35697",48.7034526052767,84.7526224356933
"M14563",44.5628183567735,94.1574980052967
"M21797",133.373839595136,108.981843979649
"M33714",34.4190548184298,54.9042220999889
"M1286",42.0109106376875,76.4617657502454
"M3544",21.007650849852,59.6298566603403
"M21530",139.802747541659,119.454630958866
"M22078",88.6759141344911,160.272802679692
"M4064",21.0870505538701,59.3017395600314
"M21798",72.4323373525929,160.268680182449
"M22334",28.2265044862194,113.704717705084
"M33576",97.4718119417412,226.762035759087
"M5748",21.1715857044058,57.7264138879127
"M34194",116.209257924492,151.458916661563
"M2351",36.89511136306,60.1288456425541
"M18902",54.3491715314312,78.1097662708995
"M24669",61.0759053338582,77.1940665019356
"M18802",18.7397183946444,203.939252383424
"M33577",54.0938205141956,174.574448030786
"M33578",90.716950389958,218.368082044445
"M37372",77.9889650962796,95.4171764382276
"M12363",101.115467644793,142.194994769953
"M16466",42.5028555056624,48.4553508125219
"M11938",22.1996240936861,48.0527697817545
"M22079",41.6142856096058,134.367480037528
"M14926",22.8501364281521,45.2206797074846
"M5465",34.3082158183086,51.3404269141439
"M3136",38.0732167055215,52.2019109507764
"M11514",14.3017808107192,46.9132189255964
"M2352",71.5758855535195,73.5901994237054
"M434",27.8501810846404,78.4284131248448
"M14927",25.0678444359679,30.4874174281771
"M2598",131.374956164156,73.7480082781232
"M3004",19.45651993549,54.5416662317082
"M31902",90.6750773082415,148.804825726409
"M42232",210.529659783988,169.808906284198
"M435",17.1663156804081,104.146506630558
"M2046",17.3999493980175,49.2124138511957
"M9317",37.8030064359745,64.1114964411765
"M11822",17.3590110169456,100.067872779759
"M11939",77.3625392293987,58.3536255621408
"M11823",10.3052573737174,96.5276634420659
"M34346",89.4720768142547,147.100132316092
"M11940",68.4062237034892,66.2089380187361
"M18903",67.8861138333726,47.6441207673663
"M667",96.756163539215,58.5899341261939
"M20460",50.2667383503642,136.063991682441
"M22890",59.469187624149,70.4777652848955
"M5219",10.9526724945092,60.6238355910629
"M2599",36.3437921221534,103.780283533736
"M14928",13.5698943851163,51.8268800451396
"M21799",61.1085688956428,68.0509496645055
"M34195",190.001596790327,79.4665516346031
"M436",23.7671863412974,105.295907618211
"M4065",52.4882613879155,64.7397317971313
"M31438",16.1686740226274,68.5735655870978
"M16229",18.9779577917237,39.1477868046154
"M1085",70.252658376721,61.4755766563006
"M437",43.9827552980617,66.9949510744425
"M2202",17.6112059568471,82.3243441226817
"M35802",78.8783688222127,85.6874059258496
"M9001",64.6614634266292,204.135616275966
"M34458",76.8521817633588,148.359270372819
"M2203",35.710563296178,51.1198979944506
"M10405",38.0284607795091,46.7718113700604
"M12364",23.379457665903,149.509285517935
"M668",18.5990247110005,87.7765224893727
"M30721",39.0526538706949,90.7045857034185
"M12461",64.294422011787,53.9076879959638
"M33579",38.0108869792969,84.1687618538529
"M26583",64.5050234207387,101.16878152451
"M31213",108.534217152004,125.788729955589
"M2047",12.3268965999283,105.897335346222
"M2048",11.6564256409579,61.3429735417942
"M18262",16.3727525260833,44.7616859592184
"M8756",41.8045562674428,64.7309347639155
"M31439",25.634124450282,72.4341544742669
"M27728",64.994119191807,67.8433800998452
"M5560",9.91941530422957,74.2824446051097
"M30255",66.2947395951888,144.358094141925
"M21800",60.7372285304071,60.3422855605663
"M30722",54.8441403982057,83.1942157299633
"M21801",84.6489304945575,244.050656191473
"M12462",24.0551416070716,73.6775877092212
"M2150",21.3510136407641,24.5679113130433
"M8757",20.0848656965457,40.9835762761882
"M37621",85.1180254569943,233.286143810527
"M20997",90.3656230749902,232.084038226356
"M192",19.1359555628277,71.9797132793565
"M8758",11.5523148553053,52.2322370488125
"M31214",114.377189341118,135.629693988182
"M3137",70.299590164809,55.6990561031035
"M3138",31.5568871053688,58.3195442289943
"M8428",38.5194189373633,75.3627501050763
"M13514",8.35104401575672,140.886095818232
"M13868",14.5051558732052,79.7641916179427
"M4863",17.6958654137736,68.4808948300678
"M1086",58.268389562281,82.9575488226258
"M8669",20.0236463060385,69.1552264437999
"M3139",36.0898174658273,68.2997883247002
"M18263",28.4079893007413,100.133374837542
"M2600",9.03643755096725,115.345796935988
"M30116",42.1191051104579,130.763677749037
"M1166",23.7321906499539,74.110728518626
"M12463",30.2373542166113,118.897613571001
"M20569",36.3434809439225,87.5482039917205
"M5920",50.4179718553698,53.4295688986527
"M30477",85.1276540029136,113.406882671779
"M25323",46.617304287216,112.23315004572
"M8759",58.3030748369812,49.4556084953496
"M8760",42.7382958658469,55.4612467594089
"M14694",25.2748173247897,100.025949941368
"M8761",58.2357537835076,52.0501657875843
"M21367",27.7607951528347,30.5270350746059
"M3140",26.8572408800331,59.6976440094126
"M4744",20.8598760895837,68.0314817124233
"M3141",53.7207389794752,69.3063841535827
"M7235",18.5281263891183,53.3913285313944
"M24810",45.978565036179,109.83623638027
"M9729",16.8008785236865,50.9937408210709
"M40292",177.979138364682,247.807183793136
"M34817",110.978567989033,202.594483903177
"M4864",13.2213217693249,55.8284630904979
"M7984",30.3829770491475,149.975285672864
"M9820",20.1206764843338,145.966512893209
"M7985",21.728610130972,39.9019269137106
"M2601",20.2549103211816,93.2249005003724
"M30478",78.3029453194218,86.6941543268823
"M530",20.4648572302052,49.5358704125699
"M5921",8.62204059933341,50.5118900739619
"M22891",34.3781561039896,136.521573683033
"M31440",22.1834152909112,55.1122761587758
"M34818",49.5689271983512,264.653537830433
"M10406",29.262079214151,130.393507551971
"M8295",9.64659403419244,203.355492437247
"M25721",27.476634156685,204.419572597996
"M3005",65.9409225276483,67.2390726427107
"M27236",49.865348647757,50.2680299152228
"M31215",41.6570377045924,73.6582195168859
"M34460",56.500389579067,151.378575585663
"M25603",87.0705330318306,59.2761604066327
"M16467",84.8416497874235,50.3113756155731
"M36355",126.511016178786,156.183282923207
"M9411",34.9432626574153,52.1087818957499
"M19660",35.1640987754937,84.4636013905597
"M16324",37.9885261160095,40.7175019392542
"M3006",34.2896734536405,41.0811983537867
"M16325",56.9055748075882,82.2732206677479
"M33860",187.932863119181,101.269047798427
"M1087",77.601800654714,65.7972975448368
"M1438",41.4452539205531,59.1923045282594
"M4745",20.6404975543214,42.1903312870633
"M3401",43.911157641913,63.2323024107314
"M18373",33.4023658660406,86.7377981702847
"M1088",25.7712072809495,74.0632045462234
"M10958",12.286307757866,89.9790803174505
"M27849",30.3012650129234,41.4418043871429
"M12365",19.014979490186,56.1016694156489
"M26584",52.4686683172038,52.2935668041162
"M2602",17.0147720608066,115.651320983415
"M8296",12.7564149178395,58.6578066257257
"M14929",18.807374055878,47.9128431255946
"M3402",27.0863603137104,35.3688125771862
"M3403",48.5715460792755,65.8142888299605
"M9412",73.3731663766471,55.8506546392529
"M25604",95.6158070040842,51.0908599560819
"M30796",73.0537438708484,107.700324534745
"M6815",67.5959070027746,51.9973267792383
"M31216",51.853010478266,36.8654478478521
"M1089",30.9240317564104,64.5460012262705
"M16580",43.4204936443679,37.4867185728812
"M9413",58.6817167263808,60.3756714411898
"M9523",52.0856718231579,52.4593521590901
"M1090",14.6096589124885,45.3589006775483
"M7986",17.2153374969871,47.5654531033559
"M13078",10.3555414434813,117.566865199521
"M623",23.4683607360835,50.913146479231
"M16820",27.471523586873,39.2232111318257
"M40670",135.346927199905,163.429696914106
"M1091",30.4032303748096,67.2850877262852
"M5045",46.3502339550988,190.22585795039
"M21095",48.913132448454,36.6122142990936
"M3404",26.9608831468578,54.9405786744695
"M15825",13.6106061197269,52.3592810339174
"M6816",20.6683111437893,49.0595869874934
"M31903",52.6222420957608,109.618656579382
"M3007",43.8753866387618,49.3742535938556
"M4746",20.8744264310801,68.156550076486
"M6403",9.35113263376106,84.0507071498767
"M27237",66.4122763544795,67.0724322569177
"M30723",54.5966833276495,120.308990286008
"M10646",17.0776082078451,41.5060963210408
"M4142",18.1918712866448,62.879713742285
"M31217",54.3075669512753,118.697084563981
"M6404",12.0701844612859,88.205643952189
"M14930",34.9211952863525,36.9653506519256
"M22445",67.9429630055296,75.1580749194025
"M20065",74.1523897116164,103.252733233098
"M9524",33.6190029921242,60.8915224233508
"M3405",49.5842976098469,43.2834957375961
"M26941",25.4465076820432,44.7202265449287
"M36933",140.040852876162,133.398705793034
"M3406",56.30559907672,58.0401682096421
"M16326",38.15268559392,58.6093942037498
"M16468",25.4100036690024,56.8038937059736
"M18905",51.2127377515446,63.0674049629861
"M22446",18.9263250632016,40.8615954646623
"M4498",26.9415727482051,132.827967723403
"M19326",20.8799092207635,122.530318780268
"M4747",15.4757238158014,28.6622333560957
"M5466",22.0464289034402,67.4132560018669
"M14228",16.6629230973143,41.8093120258991
"M1439",53.9964384660069,44.227973476199
"M19661",52.7892047786978,61.6776751415945
"M6405",15.2033888106483,83.9900308179104
"M5046",37.040582800507,173.527444814932
"M6406",21.7953615373732,85.6249011189832
"M7424",17.8236273665673,92.9421489177705
"M21642",43.1639186992541,71.5644360696001
"M15038",57.4917136345136,32.6892987695695
"M1605",55.6518523215596,77.4384335814896
"M1041",13.6147501435799,72.1972899989347
"M1565",19.7895858000808,60.9475998056939
"M33861",59.9848224166267,259.511961511776
"M1606",23.340573621917,82.7274759228722
"M33862",47.6305882174107,112.571107674701
"M33580",85.8893093409477,103.716145603829
"M1607",41.1565744636381,85.455370288721
"M10181",57.8858041006379,115.640798932346
"M25324",26.8969518953055,170.614502917866
"M9318",23.6502126323789,73.834444742679
"M2836",60.1038174784114,71.8296193513128
"M28819",74.9844801854813,151.310632659507
"M30951",102.326107444629,143.596874089917
"M980",43.8014764666904,109.740711604222
"M17613",23.9231292235905,43.7097975285075
"M8762",19.3621106605961,78.1133374309708
"M25086",46.0330459403424,86.8193950204466
"M193",30.7657016820525,65.7844169755266
"M2670",9.08425037279469,83.0608350275514
"M2517",30.8284182052197,42.7816649105131
"M13869",31.5236014741102,64.9215454377442
"M14695",25.1476478795378,41.0283285055362
"M833",13.4503187128804,62.624785822738
"M9525",10.6875918130444,188.744505320346
"M834",12.6586173957994,43.5316295642261
"M15039",22.5288936733418,34.8471931423292
"M25722",26.1617377617303,84.7833024829783
"M1608",52.1137111164626,109.967181055862
"M835",16.8791307192554,24.3614708339659
"M2518",20.9910005145281,52.1670906748392
"M194",18.8310796042675,74.3863198609313
"M8085",47.7335109048008,39.8445281502994
"M33863",120.447005815996,110.004036370362
"M2837",13.4811896382725,64.3010206316519
"M836",59.8525425334244,67.7451880478349
"M27729",71.3218716104322,82.4633109126789
"M9195",16.8494047818697,81.9783953425707
"M1609",50.0090191628018,90.9826115930336
"M24192",102.377252282529,71.0759642740779
"M1610",43.1363363321724,49.9404104793061
"M40873",178.913041847736,122.532557546761
"M12823",29.9377130259934,35.9868201596717
"M4748",23.1529813660239,37.0351674294315
"M9414",22.6212184873307,41.5348003232486
"M10407",66.2305858997611,62.1779860047033
"M21096",62.1165576961211,46.1161502756152
"M7036",18.9774785166961,33.5697674334245
"M2519",38.2827823424762,48.0290134233669
"M23293",13.5946775108306,77.8789667738555
"M4387",53.8297326723708,74.673067854206
"M26585",46.4324642311929,62.1529864224138
"M3217",12.6695889488107,43.1537824765493
"M1611",39.8758701040075,96.8246985514877
"M2520",15.5107124169263,43.2924826979786
"M4388",53.2069632575598,38.5960977552204
"M20461",43.4329928158578,112.203689639764
"M2521",39.144684697727,118.310266323191
"M15040",69.423192441706,49.0737698493561
"M438",34.1726053092369,46.5705631266077
"M11199",57.2440890470791,63.8551377244422
"M2522",22.4851083787183,47.0345856759474
"M14805",32.7764583479037,68.7868568396466
"M195",16.3758237873127,69.0288753756923
"M6407",56.0246108287193,48.0982664885517
"M9526",44.3846460093541,46.4906648007231
"M30797",22.6738345115111,93.5214944754984
"M25605",68.1824820594584,113.873998619127
"M8184",12.0917296020255,204.23308243651
"M1350",25.2238035535119,64.0166840912636
