"","PC1","PC2","PC3"
"F1234",-0.00417919122064783,0.0111787468830817,0.0155254111808669
"F1235",0.00165580179875167,0.00955012081034302,0.0175089831208689
"F1237",-0.00443230048659535,0.0110510459050337,0.0151998077441963
"F1240",0.00347296433236853,-0.012509202729074,0.00413112938342047
"F1272",0.0056884868954205,-0.00148081035861114,0.00868338545788338
"F1273",0.00553566586178451,-0.00463452799572853,0.00763542725825768
"F1274",0.00469991234435479,-0.000988757648596933,0.0100198360047899
"F1276",0.00730911936873024,0.0104447021263523,0.00201382561372468
"F1279",-0.000873176517859119,0.00649869791850162,0.00613187536835183
"F1286",-0.00606339625596677,-0.000194982978219672,0.00240564941202071
"F1287",-0.0055924354119032,-0.000233995327746242,0.00310217391123228
"F1289",-0.0105326020520714,-0.0020796406610117,0.00478775752304639
"F1292",-0.00916956328885263,-0.000599033387316051,0.00274772380468118
"F1337",0.000423964918353288,-0.0103108164161165,0.0112614251618903
"F1340",-0.00059802178159737,-0.00976843607162039,0.0133239070052105
"F1341",-0.00074063305204186,-0.00940972353133732,0.01252851367619
"F1344",-0.00232709726921747,-0.00406830958171163,0.00795683989447105
"F1346",0.00132241898531019,-0.00434633924955465,0.00808947797069547
"F1350",9.16295427603316e-05,-0.00391211512732775,0.00772792553183008
"F1351",-0.00137194301112767,0.00376101942327358,0.00694465813072973
"F1352",0.00517750320727984,0.000118397498054054,0.00854981403866864
"F1353",-0.00365149916532265,-0.00557915556191245,0.0108491652048608
"F1354",-0.00918620244778348,0.00135767107825904,-0.0137687410897597
"F1356",0.00700240742967288,0.000534197162811262,0.00473264521534787
"F1357",0.00304297390252478,0.00927653091756224,0.00210413999800364
"F1358",-0.00152631921785374,-0.00774038641661358,-0.00310854961514116
"F1371",-0.00995737332319653,0.00398019055002329,0.0119214607553095
"F1372",-0.0111816458546438,0.00268066253423688,0.0109821682138501
"F1373",-0.0113774719002523,0.00363251782655205,0.0112853039130616
"F1379",-0.00890737492570067,-0.000593371174830277,0.0106549302367858
"F1381",-0.00761033964693229,-0.00190067644174658,0.0135922512574707
"F1383",0.0024162695377332,0.00434343725222597,0.0118644023823271
"F1384",0.00033450449919332,0.0125384013721956,0.010195509519985
"F1386",0.00419282524953767,0.0125038340093821,0.00826811007640367
"F1387",-0.00343858956270412,-0.00532111746764428,-0.00110764709915534
"F1389",-0.00188458401342794,-0.0116827613034959,0.00641452905519129
"F1390",-0.00782131791194856,-0.0112093293696555,0.00125697041923813
"F1413",-0.00685148458754718,-0.00566818804416843,0.0161297662888683
"F1414",-0.0104103059557041,0.00181642551818541,0.00650885521208443
"F1415",-0.00224158789904436,-0.00992852103962218,0.00859503318391379
"F1422",0.00637880445468963,-0.000380085093843889,0.00288267270285796
"F1424",-0.00493289049542495,-0.0077336518115512,0.00878398563019733
"F1428",0.00040639984173969,0.011847558584667,0.000524831793182008
"F1429",0.00600605052057073,0.00197938881319732,0.00373113227894464
"F1430",-0.0004179380972193,0.0141759631397595,0.00205250082365017
"F1431",0.00427191786216403,-0.00449647631643007,0.00689099497905945
"F1432",0.00673603156837007,0.00669705987560474,0.00316318596957417
"F1433",0.00444063396465494,-0.00331768168809645,-0.00125178403372933
"F1458",-0.0119337783765028,0.00137798595817808,-0.00774445907463103
"F1462",-0.0123618542922937,0.000705420917582229,-0.00474500051904451
"F1464",-0.011934903224764,0.00120988901999157,-0.00682701262710624
"F1465",-0.0128295210327623,0.00267510332371585,-0.00578035982838412
"F1466",0.00502026420687339,-0.0052986675912115,-0.00471395205912755
"F1469",-0.0132052018554789,0.00211711952740911,-0.00691359006793374
"F1470",-0.000276649018298756,-0.00250955238392007,0.0111617945556905
"F1473",0.00285089088255284,-0.00118954103450304,0.00629666156619996
"F1476",-0.00193956573646082,-0.00498446384493208,0.00528060377615086
"F1478",-0.00660534053473794,-0.00170727832794633,0.00436985350503305
"F1479",-0.00407215258514904,-0.00174828003534738,0.0045609872188731
"F1480",-0.00616468696045162,-0.00103174925962549,0.00266376280294479
"F1481",-0.00784087195350025,-0.00140362822375538,0.00516121887282805
"F1482",-0.0021414727152302,-0.0105710260557619,0.00410608479829947
"F1484",-0.00272538873776723,-0.00268952550385631,0.000960460323811414
"F1502",-0.0117345421593757,-0.00508519022319898,-0.0082768982828129
"F1503",-0.011389117129076,-0.00731641009496605,0.00357717577498306
"F1509",-0.00778428123517921,0.00127854557225353,0.00824365307223062
"F1512",-0.0022259824169959,0.0131319922714556,-0.00117412486253147
"F1513",0.00505256958347615,-0.00713956666323977,0.00334119552532203
"F1514",0.000542165414914211,0.00392270831318133,-0.000517649971805589
"F1516",-0.00554976715925341,-0.00372882598296241,0.00446134041464824
"F1518",-0.000933526184515486,0.00404035648218963,0.00075602674200133
"F1520",0.00410756066736922,-0.0096112021941782,0.00248496094599347
"F1522",-0.00242775645146905,0.0138920376181375,-6.09153286292539e-05
"F1523",-0.00151958734784937,0.0121839471433947,0.0068718294500127
"F1530",0.00562370072760276,-0.00482050834053933,0.0077549554572343
"F1535",-0.00209676354746294,-0.00442112395145834,0.0080252714170218
"F1559",-0.00585411545440724,-0.0021608529494374,0.0023275169233851
"F1560",-0.00515316130083793,-0.00412515065772634,0.00241671983182214
"F1561",-0.000894091123589438,-0.00156298393045702,0.0042051820277594
"F1565",-0.00467259356524265,0.000980839793561705,0.00167895782611604
"F1566",-0.009609451009442,0.00293361362831766,0.0154871537172036
"F1568",-0.00856445867157,-3.63438737041288e-05,0.0172140283240193
"F1569",-0.00393656245047078,0.00828625064358796,0.00793504848497419
"F1570",-0.00888882715094005,0.00294272112106207,0.0156361614964992
"F1571",-0.00331098432901037,0.00759923356832356,0.010831357328287
"F1572",-0.00923701995794717,0.000958026503569419,0.016857703448656
"F1573",-0.002285435026249,-0.00875957284209153,-0.00677262452520588
"F1574",-0.00288567306135252,-0.00574871618327684,-0.00862834417592992
"F1575",0.00313992557668459,-0.00667292283018666,0.00149784979787127
"F1576",-0.00244217491333376,-0.0108696218722949,0.00225596079058829
"F1578",-0.00132655308279138,-0.012394327301183,0.000463971322557333
"F1620",-0.00293493914858775,-0.0115390430532868,0.00177049537271936
"F1622",0.00134711607340172,-0.00669813947580164,0.0093132382421613
"F1623",0.0012624746309357,-0.00748171395197528,0.00958345913493112
"F1625",-0.00289749685394669,0.00654100722430871,0.0108398226576409
