"","CV_QC","CV_Samples"
"1",34.182435743308,NA
"2",19.3644804562116,147.653874109306
"3",47.9391122225672,689.380501197444
"4",42.9074581010309,706.836551149373
"5",78.0330560862969,2069.16083814915
"6",87.9885831856239,2192.47041915024
"7",20.0144029879314,135.911155207024
"8",41.792470401979,167.476926710058
"9",23.2742816543774,74.4038434929898
"10",49.9356697356645,64.1735865432709
"11",15.6691388583256,56.0021386877589
"12",29.5135433322892,74.1313657683774
"13",20.2190958435141,384.545291810877
"14",44.4802970462683,293.929290618563
"15",37.1362367866045,501.873831969639
"16",17.2692488704423,59.3123248145902
"17",34.8263638025686,217.623995609775
"18",17.8804446265386,66.3366287189959
"19",18.440341853731,72.4659875990908
"20",18.7603407408112,67.6365450583255
"21",50.5006993127794,94.4277639352564
"22",8.94777834718387,45.2662278718268
"23",43.9413352180927,228.58433250215
"24",34.798097649563,253.796098830822
"25",22.3763748860321,133.711697357607
"26",12.036043015553,65.5361208835553
"27",17.8981266005285,76.5566456656942
"28",29.8730521915199,123.05039985754
"29",32.545371285024,335.283509378658
"30",62.7282584219631,651.650877836382
"31",102.917991061806,8373.18187725436
"32",27.2754718360622,202.990854011758
"33",178.149653103889,26891.360616589
"34",44.1308201411893,186.485464596861
"35",38.1418180051632,352.631503417597
"36",32.9921107863886,44.559965715983
"37",39.6242074449979,352.634813721089
"38",25.8987897609328,85.3103440937568
"39",25.7691611635932,76.5176559054809
"40",17.2202958357106,79.8276403582471
"41",46.7353241707515,208.673249559016
"42",35.7779440446273,125.520778067935
"43",78.7839411135677,1290.88303145795
"44",9.95573332555008,253.544009077779
"45",45.4529798558715,86.1279859912434
"46",48.6981154134751,48.0300496511897
"47",91.8865268326739,1264.18614552027
"48",324.322655985032,4967.28458354927
"49",69.5643739471271,355.887811846798
"50",21.4568272091106,56.3477985596275
"51",122.165528125025,10687.0239102623
"52",59.953123720675,101.377226455645
"53",41.9442568532776,284.970439253666
"54",58.4818018052121,1651.52006119227
"55",62.7490587162493,86.9598726739865
"56",11.584698798689,52.4750159254676
"57",80.1929230362835,173.882092338217
"58",66.4081666033367,881.356057538544
"59",86.6485952225204,152.880928450514
"60",83.7763322911673,194.511688950744
"61",12.1841130752274,70.064422515698
"62",102.875269127935,1522.21448479412
"63",19.0434016180358,388.363122034872
"64",51.6424578651343,192.967583762907
"65",17.956638822765,251.692811045941
"66",32.3473119337001,443.606238106739
"67",109.591419478025,8358.13734330524
"68",72.1330623529559,1105.88582606423
"69",145.699624238172,2003.0013145768
"70",48.6943898726366,56.4852408196411
"71",17.3562507590071,89.021654023336
"72",70.0360040742927,624.549911907059
"73",14.0361535636742,210.2322282869
"74",72.4364174267945,725.275704630752
"75",73.4531669620572,67.7094046011482
"76",21.0164246425054,104.975777158617
"77",63.5167558559563,312.079285387711
"78",146.904251860007,3361.85662788202
"79",52.1382744726499,554.32461839775
"80",9.58000309954088,77.2587022429477
"81",24.7196815501978,309.692318356657
"82",75.0849280642923,1139.30202403479
"83",17.1809514404751,140.624515805574
"84",27.9735160601396,85.5481873287138
"85",77.9916814177938,559.412289861396
"86",27.4734998437551,152.316752573716
"87",44.3642821884773,101.532021140539
"88",13.5007929547721,45.4241884197928
"89",46.1052971643733,84.5350682603969
"90",45.404153776069,166.944720732585
"91",38.7640697144942,60.4835071160167
"92",34.914662832656,95.7585173938928
"93",10.4774216307625,70.456606959101
"94",46.2571847165067,584.144046373544
"95",73.5265838100536,1244.09827917954
"96",13.5200848473632,70.2194080102056
"97",54.5258466760759,372.232578868937
"98",77.6399898065244,2355.62152413924
"99",99.2537833024087,1239.4052907371
"100",44.3055018717756,410.477755151222
"101",90.7275616253639,633.469024551043
"102",24.387148157258,218.139715263746
"103",21.0488073275307,57.7660321192197
"104",84.4717964771221,1311.09254544558
"105",10.1676969469729,64.2154952402826
"106",36.3213070129663,61.9982050244462
"107",18.1271406639496,29.1002433420575
"108",44.776821867231,61.3792896716614
"109",26.9960737526892,102.542230210386
"110",59.7821242135267,103.138255748328
"111",200.903047355275,8212.7727775265
"112",20.6845045927623,88.0749808053934
"113",13.8359431822024,70.2045296824651
"114",32.6741785716842,159.331512245562
"115",45.0225591292063,867.435140297326
"116",19.476122781377,101.749100752052
"117",33.0668297402865,94.472327973275
"118",10.07371820766,111.9034558138
"119",21.6138772808467,132.65290122806
"120",43.8122343607358,68.6294103308853
"121",29.2232998523871,36.6488842948921
"122",50.3723170816453,68.927271557543
"123",47.2032470797855,64.9631006439754
"124",101.706711227913,2260.00708790981
"125",124.098516027338,5825.69024001198
"126",68.5963892425937,961.053435792419
"127",10.035797888035,106.852637766228
"128",33.0011645368984,651.20425424287
"129",25.4237265393235,121.178823893268
"130",56.8775686939266,919.507158559023
"131",31.5524403269206,109.214713407081
"132",191.628548096439,7599.58247936621
"133",31.787250254647,275.136849936771
"134",76.9985051702597,487.194013192887
"135",79.0321316588146,529.199161761335
"136",9.65212707959419,100.713558274139
"137",61.5031479593047,631.342691536883
"138",59.679517404698,1646.95793722496
"139",24.6397684850238,30.0707326975132
"140",60.4691783435069,427.350885963452
"141",48.5578963690127,433.514496988506
"142",27.4710245454212,163.549314314677
"143",56.343669776015,889.870070229605
"144",70.4521760351449,548.902450844295
"145",16.7267276677303,72.8711124589003
"146",12.4856354225915,61.3942318881076
"147",19.3564846124912,74.7685199604378
"148",11.3357534686481,176.221442974673
"149",19.6109939992787,59.1952774825663
"150",38.4379877982825,721.360732714561
"151",76.329344683858,2068.41894146494
"152",59.5858092475569,817.307225149592
